,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extra,approved
338,GP,F,18,U,T,mother,1,4,0,no,yes,1,7,16,15,17,0,1
339,GP,F,17,R,A,mother,1,2,0,yes,yes,2,4,9,10,10,1,1
340,GP,F,19,U,T,other,1,3,1,yes,yes,3,4,11,12,11,1,1
341,GP,M,18,U,T,father,1,2,1,no,yes,2,0,10,10,0,0,0
342,GP,M,18,U,T,mother,1,2,0,no,yes,5,11,16,15,15,1,1
343,GP,F,17,U,A,father,1,2,1,no,yes,4,0,9,8,0,0,0
344,GP,F,18,U,T,mother,1,3,0,no,yes,3,4,11,10,10,1,1
345,GP,F,18,U,T,mother,1,3,0,no,yes,1,7,13,13,14,1,1
346,GP,M,18,R,T,mother,1,3,0,no,yes,4,9,16,15,16,0,1
347,GP,M,18,U,T,mother,1,3,0,yes,yes,5,0,10,10,9,0,0
348,GP,F,17,U,T,mother,1,3,0,yes,yes,4,0,13,15,15,1,1
